,Area,Room,Parking,Warehouse,Elevator,Address,Price,Price(USD),Cleaned_Address,Address_Mean_Price,Address_Mean_Price(USD)
817,85,2,1,1,1,Qalandari,4500000000.0,150000.0,qalandari,7586000000.0,252866.667
818,110,2,1,1,1,Qalandari,8100000000.0,270000.0,qalandari,7586000000.0,252866.667
820,63,1,1,1,1,Shahr-e-Ziba,2350000000.0,78333.33,shahr-e-ziba,3103889908.2568808,103462.99724770641
821,60,1,1,1,1,Saadat Abad,3600000000.0,120000.0,saadat abad,9488759689.922482,316291.9895348837
822,210,3,1,1,1,Gheitarieh,14000000000.0,466666.67,gheitarieh,10745539568.345324,358184.6525179856
823,145,3,1,1,1,Gheitarieh,11600000000.0,386666.67,gheitarieh,10745539568.345324,358184.6525179856
824,171,3,1,1,1,Jordan,8900000000.0,296666.67,jordan,9302166666.666666,310072.22277777776
825,55,1,1,1,1,East Ferdows Boulevard,1830000000.0,61000.0,east ferdows boulevard,3854716216.216216,128490.54027027027
826,140,3,1,1,1,Jordan,7700000000.0,256666.67,jordan,9302166666.666666,310072.22277777776
827,147,3,1,1,1,Jordan,8700000000.0,290000.0,jordan,9302166666.666666,310072.22277777776
828,83,2,1,1,1,Shahr-e-Ziba,2400000000.0,80000.0,shahr-e-ziba,3103889908.2568808,103462.99724770641
829,105,2,1,1,1,Pardis,514000000.0,17133.33,pardis,777821917.8082192,25927.39732876712
830,55,1,1,1,1,East Ferdows Boulevard,2000000000.0,66666.67,east ferdows boulevard,3854716216.216216,128490.54027027027
832,62,2,1,1,1,Punak,2100000000.0,70000.0,punak,3728304347.826087,124276.81161490682
833,55,1,1,1,1,Persian Gulf Martyrs Lake,1900000000.0,63333.33,persian gulf martyrs lake,3082579545.4545455,102752.65125000001
834,75,2,1,1,0,West Ferdows Boulevard,1950000000.0,65000.0,west ferdows boulevard,3105744827.6068964,103524.82772413793
835,95,2,1,1,1,West Ferdows Boulevard,4200000000.0,140000.0,west ferdows boulevard,3105744827.6068964,103524.82772413793
836,89,2,1,1,1,Central Janatabad,3620000000.0,120666.67,central janatabad,3488611111.111111,116287.03677777779
837,202,3,1,1,1,Air force,7474000000.0,249133.33,air force,3187800000.0,106259.999
838,51,1,1,1,0,Southern Janatabad,1720000000.0,57333.33,southern janatabad,3178451612.903226,105948.38731182796
839,400,1,1,0,0,Shahedshahr,3000000000.0,100000.0,shahedshahr,925600000.0,30853.332000000002
840,145,3,1,1,1,Punak,7600000000.0,253333.33,punak,3728304347.826087,124276.81161490682
841,115,3,1,1,1,Punak,5000000000.0,166666.67,punak,3728304347.826087,124276.81161490682
842,130,3,1,1,1,Shahrake Gharb,8450000000.0,281666.67,shahrake gharb,11969881355.932203,398996.04508474574
843,62,1,0,1,0,Qasr-od-Dasht,950000000.0,31666.67,qasr-od-dasht,1514571428.5714285,50485.71392857143
844,94,2,1,1,1,Shahr-e-Ziba,3160000000.0,105333.33,shahr-e-ziba,3103889908.2568808,103462.99724770641
845,87,2,1,1,1,Pardis,726000000.0,24200.0,pardis,777821917.8082192,25927.39732876712
846,51,2,0,1,1,Komeil,1050000000.0,35000.0,komeil,1150727272.7272727,38357.575454545455
847,95,2,1,1,1,Shahr-e-Ziba,2870000000.0,95666.67,shahr-e-ziba,3103889908.2568808,103462.99724770641
848,80,2,1,1,1,Jeyhoon,2150000000.0,71666.67,jeyhoon,1748100000.0,58270.00021978022
849,145,3,1,1,1,Punak,4300000000.0,143333.33,punak,3728304347.826087,124276.81161490682
850,155,3,1,1,1,Shahrake Gharb,9300000000.0,310000.0,shahrake gharb,11969881355.932203,398996.04508474574
851,88,2,1,1,1,Ekbatan,3940000000.0,131333.33,ekbatan,3457142857.142857,115238.0942857143
852,175,3,1,1,1,Gheitarieh,15225000000.0,507500.0,gheitarieh,10745539568.345324,358184.6525179856
853,94,2,1,1,1,Shahran,4700000000.0,156666.67,shahran,2985753846.1538463,99525.1286923077
854,89,2,1,1,1,Ekhtiarieh,3300000000.0,110000.0,ekhtiarieh,8390975609.756098,279699.18780487805
855,62,2,1,1,0,Pasdaran,3400000000.0,113333.33,pasdaran,9288954545.454546,309631.8181818182
856,136,3,1,1,1,Punak,7550000000.0,251666.67,punak,3728304347.826087,124276.81161490682
857,60,1,1,1,1,Feiz Garden,2450000000.0,81666.67,feiz garden,3056315789.4736843,101877.19315789473
858,120,3,1,1,1,Southern Janatabad,5000000000.0,166666.67,southern janatabad,3178451612.903226,105948.38731182796
859,137,3,1,1,1,Pakdasht,1750000000.0,58333.33,pakdasht,822800000.0,27426.6656
860,160,3,1,1,1,Shahrake Gharb,12500000000.0,416666.67,shahrake gharb,11969881355.932203,398996.04508474574
861,110,2,1,1,1,Saadat Abad,8800000000.0,293333.33,saadat abad,9488759689.922482,316291.9895348837
862,71,2,1,1,0,Andisheh,940000000.0,31333.33,andisheh,1877592771.0843372,62586.42602409639
863,155,3,1,1,1,Shahrake Gharb,10000000000.0,333333.33,shahrake gharb,11969881355.932203,398996.04508474574
864,80,2,1,1,0,Andisheh,1110000000.0,37000.0,andisheh,1877592771.0843372,62586.42602409639
865,84,3,1,1,1,Andisheh,1590000000.0,53000.0,andisheh,1877592771.0843372,62586.42602409639
866,77,2,1,1,1,Gheitarieh,5544000000.0,184800.0,gheitarieh,10745539568.345324,358184.6525179856
867,74,2,1,1,1,Shahran,4100000000.0,136666.67,shahran,2985753846.1538463,99525.1286923077
868,130,3,1,1,1,Shahr-e-Ziba,5400000000.0,180000.0,shahr-e-ziba,3103889908.2568808,103462.99724770641
869,70,2,1,1,1,Southern Janatabad,2400000000.0,80000.0,southern janatabad,3178451612.903226,105948.38731182796
870,75,2,0,1,1,Parand,389000000.0,12966.67,parand,523590551.18110234,17453.01874015748
871,83,2,1,0,1,Pasdaran,5000000000.0,166666.67,pasdaran,9288954545.454546,309631.8181818182
872,65,1,1,1,1,Central Janatabad,3500000000.0,116666.67,central janatabad,3488611111.111111,116287.03677777779
873,62,1,0,1,0,Qasr-od-Dasht,1100000000.0,36666.67,qasr-od-dasht,1514571428.5714285,50485.71392857143
874,140,3,1,1,1,Southern Chitgar,1484000000.0,49466.67,southern chitgar,2291800000.0,76393.334
875,235,3,1,1,1,Gheitarieh,25900000000.0,863333.33,gheitarieh,10745539568.345324,358184.6525179856
876,102,2,1,1,1,Gheitarieh,8100000000.0,270000.0,gheitarieh,10745539568.345324,358184.6525179856
877,138,3,1,1,1,Kahrizak,1242000000.0,41400.0,kahrizak,1082218750.0,36073.957500000004
878,49,1,1,1,0,Andisheh,380000000.0,12666.67,andisheh,1877592771.0843372,62586.42602409639
879,250,3,1,1,0,Niavaran,45000000000.0,1500000.0,niavaran,19893205882.35294,663106.8627941177
880,48,1,1,1,0,Salsabil,995000000.0,33166.67,salsabil,1397009166.6666667,46566.97266666666
881,68,2,1,1,0,Pirouzi,1550000000.0,51666.67,pirouzi,2175000000.0,72499.99968253968
882,128,3,1,1,1,Marzdaran,5200000000.0,173333.33,marzdaran,9467181818.181818,315572.7272727273
883,60,1,1,1,1,Pirouzi,1380000000.0,46000.0,pirouzi,2175000000.0,72499.99968253968
884,85,2,1,1,1,Northern Janatabad,3200000000.0,106666.67,northern janatabad,3288333333.3333335,109611.11090909092
885,85,2,1,1,1,Islamshahr,565000000.0,18833.33,islamshahr,1257423076.9230769,41914.10230769231
886,78,2,1,0,0,Islamshahr,550000000.0,18333.33,islamshahr,1257423076.9230769,41914.10230769231
887,38,1,1,1,0,Pirouzi,850000000.0,28333.33,pirouzi,2175000000.0,72499.99968253968
888,92,2,1,0,1,Pirouzi,2760000000.0,92000.0,pirouzi,2175000000.0,72499.99968253968
889,95,2,1,1,1,Shahran,4650000000.0,155000.0,shahran,2985753846.1538463,99525.1286923077
890,105,3,1,1,1,East Ferdows Boulevard,3900000000.0,130000.0,east ferdows boulevard,3854716216.216216,128490.54027027027
891,92,2,0,0,1,Pardis,550000000.0,18333.33,pardis,777821917.8082192,25927.39732876712
892,76,2,1,1,0,West Ferdows Boulevard,2400000000.0,80000.0,west ferdows boulevard,3105744827.6068964,103524.82772413793
893,85,2,1,1,1,Yaftabad,1250000000.0,41666.67,yaftabad,1250000000.0,41666.67
894,161,3,1,1,1,Gheitarieh,15350000000.0,511666.67,gheitarieh,10745539568.345324,358184.6525179856
895,85,2,1,1,1,Yaftabad,1250000000.0,41666.67,yaftabad,1250000000.0,41666.67
896,50,1,1,0,1,Ray,750000000.0,25000.0,ray,1806555555.5555556,60218.51777777778
897,78,2,1,1,1,West Ferdows Boulevard,2650000000.0,88333.33,west ferdows boulevard,3105744827.6068964,103524.82772413793
898,54,1,1,1,1,East Ferdows Boulevard,2150000000.0,71666.67,east ferdows boulevard,3854716216.216216,128490.54027027027
899,100,2,1,1,1,Shahr-e-Ziba,3800000000.0,126666.67,shahr-e-ziba,3103889908.2568808,103462.99724770641
900,100,2,1,1,1,East Ferdows Boulevard,3500000000.0,116666.67,east ferdows boulevard,3854716216.216216,128490.54027027027
901,110,3,1,1,1,Jeyhoon,2330000000.0,77666.67,jeyhoon,1748100000.0,58270.00021978022
902,57,1,1,1,1,East Ferdows Boulevard,2050000000.0,68333.33,east ferdows boulevard,3854716216.216216,128490.54027027027
903,63,2,1,1,0,Andisheh,870000000.0,29000.0,andisheh,1877592771.0843372,62586.42602409639
904,100,2,1,1,1,Ostad Moein,3600000000.0,120000.0,ostad moein,1926878048.7804878,64229.26865853659
905,80,1,0,1,0,Shahrake Qods,560000000.0,18666.67,shahrake qods,900921739.1304348,30030.72463768116
906,115,2,1,1,1,East Ferdows Boulevard,4200000000.0,140000.0,east ferdows boulevard,3854716216.216216,128490.54027027027
907,68,1,1,1,0,West Ferdows Boulevard,1950000000.0,65000.0,west ferdows boulevard,3105744827.6068964,103524.82772413793
908,75,2,1,1,1,East Ferdows Boulevard,2350000000.0,78333.33,east ferdows boulevard,3854716216.216216,128490.54027027027
909,48,1,1,1,0,West Ferdows Boulevard,1900000000.0,63333.33,west ferdows boulevard,3105744827.6068964,103524.82772413793
910,75,2,1,1,0,West Ferdows Boulevard,2450000000.0,81666.67,west ferdows boulevard,3105744827.6068964,103524.82772413793
911,115,2,1,1,1,Shahran,5000000000.0,166666.67,shahran,2985753846.1538463,99525.1286923077
912,106,2,1,1,1,East Ferdows Boulevard,3500000000.0,116666.67,east ferdows boulevard,3854716216.216216,128490.54027027027
913,56,1,1,1,1,East Ferdows Boulevard,1980000000.0,66000.0,east ferdows boulevard,3854716216.216216,128490.54027027027
914,58,1,1,1,1,East Ferdows Boulevard,2080000000.0,69333.33,east ferdows boulevard,3854716216.216216,128490.54027027027
915,95,2,1,1,1,Central Janatabad,3700000000.0,123333.33,central janatabad,3488611111.111111,116287.03677777779
916,50,1,1,1,1,West Ferdows Boulevard,1900000000.0,63333.33,west ferdows boulevard,3105744827.6068964,103524.82772413793
917,60,2,1,1,0,Central Janatabad,2100000000.0,70000.0,central janatabad,3488611111.111111,116287.03677777779
918,60,1,1,1,1,East Ferdows Boulevard,1920000000.0,64000.0,east ferdows boulevard,3854716216.216216,128490.54027027027
919,92,2,1,1,0,Mehran,2500000000.0,83333.33,mehran,5108750000.0,170291.66625
920,57,1,1,1,1,West Ferdows Boulevard,2300000000.0,76666.67,west ferdows boulevard,3105744827.6068964,103524.82772413793
921,72,2,1,1,0,West Ferdows Boulevard,2300000000.0,76666.67,west ferdows boulevard,3105744827.6068964,103524.82772413793
922,71,2,1,1,0,East Ferdows Boulevard,2280000000.0,76000.0,east ferdows boulevard,3854716216.216216,128490.54027027027
923,123,2,1,1,1,Northren Jamalzadeh,3600000000.0,120000.0,northren jamalzadeh,3506428571.428571,116880.95214285715
924,50,1,1,1,1,West Ferdows Boulevard,1950000000.0,65000.0,west ferdows boulevard,3105744827.6068964,103524.82772413793
925,58,1,1,1,1,Shahr-e-Ziba,1850000000.0,61666.67,shahr-e-ziba,3103889908.2568808,103462.99724770641
926,54,1,1,1,1,East Ferdows Boulevard,2050000000.0,68333.33,east ferdows boulevard,3854716216.216216,128490.54027027027
927,85,2,1,1,1,Shahr-e-Ziba,2350000000.0,78333.33,shahr-e-ziba,3103889908.2568808,103462.99724770641
928,85,2,1,1,1,West Ferdows Boulevard,3450000000.0,115000.0,west ferdows boulevard,3105744827.6068964,103524.82772413793
929,125,3,0,1,1,Nasim Shahr,1300000000.0,43333.33,nasim shahr,830000000.0,27666.665
930,55,1,1,1,1,East Ferdows Boulevard,1920000000.0,64000.0,east ferdows boulevard,3854716216.216216,128490.54027027027
931,72,2,1,1,1,West Ferdows Boulevard,2500000000.0,83333.33,west ferdows boulevard,3105744827.6068964,103524.82772413793
932,58,1,1,1,1,Shahr-e-Ziba,1850000000.0,61666.67,shahr-e-ziba,3103889908.2568808,103462.99724770641
933,115,2,1,1,1,East Ferdows Boulevard,5200000000.0,173333.33,east ferdows boulevard,3854716216.216216,128490.54027027027
934,100,2,1,1,1,West Ferdows Boulevard,3450000000.0,115000.0,west ferdows boulevard,3105744827.6068964,103524.82772413793
935,116,2,1,1,1,Persian Gulf Martyrs Lake,4170000000.0,139000.0,persian gulf martyrs lake,3082579545.4545455,102752.65125000001
936,105,2,1,1,1,Persian Gulf Martyrs Lake,3250000000.0,108333.33,persian gulf martyrs lake,3082579545.4545455,102752.65125000001
937,60,1,1,1,0,East Ferdows Boulevard,1800000000.0,60000.0,east ferdows boulevard,3854716216.216216,128490.54027027027
938,53,1,1,1,1,Feiz Garden,2120000000.0,70666.67,feiz garden,3056315789.4736843,101877.19315789473
939,55,1,1,1,1,East Ferdows Boulevard,1780000000.0,59333.33,east ferdows boulevard,3854716216.216216,128490.54027027027
940,76,2,1,1,1,East Ferdows Boulevard,2250000000.0,75000.0,east ferdows boulevard,3854716216.216216,128490.54027027027
941,111,3,1,1,1,Persian Gulf Martyrs Lake,3500000000.0,116666.67,persian gulf martyrs lake,3082579545.4545455,102752.65125000001
942,77,2,1,1,1,Golestan,2150000000.0,71666.67,golestan,2829687500.0,94322.916875
943,58,1,1,1,1,East Ferdows Boulevard,1860000000.0,62000.0,east ferdows boulevard,3854716216.216216,128490.54027027027
944,94,2,1,1,0,Southern Program Organization,3200000000.0,106666.67,southern program organization,2809565217.3913045,93652.17434782608
945,58,1,1,1,1,Shahr-e-Ziba,1880000000.0,62666.67,shahr-e-ziba,3103889908.2568808,103462.99724770641
946,108,2,1,1,1,Golestan,3300000000.0,110000.0,golestan,2829687500.0,94322.916875
947,56,1,1,1,1,Feiz Garden,2000000000.0,66666.67,feiz garden,3056315789.4736843,101877.19315789473
948,84,2,1,1,1,North Program Organization,3250000000.0,108333.33,north program organization,5394807692.307693,179826.92307692306
949,60,2,1,1,1,Azarbaijan,1950000000.0,65000.0,azarbaijan,2350416666.6666665,78347.2225
950,53,1,0,1,1,Pardis,470000000.0,15666.67,pardis,777821917.8082192,25927.39732876712
951,73,2,1,1,1,Pirouzi,2555000000.0,85166.67,pirouzi,2175000000.0,72499.99968253968
952,73,2,0,0,1,Pirouzi,1970000000.0,65666.67,pirouzi,2175000000.0,72499.99968253968
953,150,3,1,1,1,Pirouzi,5100000000.0,170000.0,pirouzi,2175000000.0,72499.99968253968
954,114,2,1,1,1,Pirouzi,3762000000.0,125400.0,pirouzi,2175000000.0,72499.99968253968
955,66,2,1,1,1,Ostad Moein,1585000000.0,52833.33,ostad moein,1926878048.7804878,64229.26865853659
956,53,1,0,1,1,Pardis,540000000.0,18000.0,pardis,777821917.8082192,25927.39732876712
957,125,3,1,1,1,Pirouzi,4000000000.0,133333.33,pirouzi,2175000000.0,72499.99968253968
958,145,3,1,1,1,Gheitarieh,13625000000.0,454166.67,gheitarieh,10745539568.345324,358184.6525179856
959,197,3,1,1,1,Dezashib,18715000000.0,623833.33,dezashib,11860000000.0,395333.33222222223
960,105,2,1,1,1,Koohsar,4000000000.0,133333.33,koohsar,3312500000.0,110416.665
961,135,3,1,1,1,Tenant,4050000000.0,135000.0,tenant,1872086956.5217392,62402.89956521739
962,137,3,1,1,1,Shams Abad,4660000000.0,155333.33,shams abad,3452500000.0,115083.33375
963,90,2,1,1,0,Central Janatabad,3200000000.0,106666.67,central janatabad,3488611111.111111,116287.03677777779
964,125,2,1,1,1,Southern Janatabad,6625000000.0,220833.33,southern janatabad,3178451612.903226,105948.38731182796
965,175,3,1,1,1,Gheitarieh,15500000000.0,516666.67,gheitarieh,10745539568.345324,358184.6525179856
966,52,1,1,1,1,East Ferdows Boulevard,2300000000.0,76666.67,east ferdows boulevard,3854716216.216216,128490.54027027027
967,110,3,1,1,1,Persian Gulf Martyrs Lake,3100000000.0,103333.33,persian gulf martyrs lake,3082579545.4545455,102752.65125000001
968,110,3,1,1,1,Persian Gulf Martyrs Lake,3100000000.0,103333.33,persian gulf martyrs lake,3082579545.4545455,102752.65125000001
969,112,2,1,0,1,Persian Gulf Martyrs Lake,3300000000.0,110000.0,persian gulf martyrs lake,3082579545.4545455,102752.65125000001
970,65,2,1,1,1,Shahran,2150000000.0,71666.67,shahran,2985753846.1538463,99525.1286923077
971,48,1,1,1,1,Andisheh,400000000.0,13333.33,andisheh,1877592771.0843372,62586.42602409639
972,105,2,1,1,1,Persian Gulf Martyrs Lake,2800000000.0,93333.33,persian gulf martyrs lake,3082579545.4545455,102752.65125000001
973,56,1,1,1,1,Shahr-e-Ziba,2240000000.0,74666.67,shahr-e-ziba,3103889908.2568808,103462.99724770641
974,108,2,1,1,1,Golestan,1900000000.0,63333.33,golestan,2829687500.0,94322.916875
975,78,2,1,1,1,Southern Janatabad,2920000000.0,97333.33,southern janatabad,3178451612.903226,105948.38731182796
976,85,2,1,1,1,Parand,520000000.0,17333.33,parand,523590551.18110234,17453.01874015748
977,105,2,1,1,1,Pardis,535000000.0,17833.33,pardis,777821917.8082192,25927.39732876712
978,145,3,1,1,1,Saadat Abad,11000000000.0,366666.67,saadat abad,9488759689.922482,316291.9895348837
979,145,3,1,1,1,Punak,8990000000.0,299666.67,punak,3728304347.826087,124276.81161490682
980,140,3,1,1,1,Punak,6200000000.0,206666.67,punak,3728304347.826087,124276.81161490682
981,66,2,1,1,1,Ostad Moein,1580000000.0,52666.67,ostad moein,1926878048.7804878,64229.26865853659
982,121,3,1,1,1,Persian Gulf Martyrs Lake,3650000000.0,121666.67,persian gulf martyrs lake,3082579545.4545455,102752.65125000001
983,105,2,1,1,1,Persian Gulf Martyrs Lake,3250000000.0,108333.33,persian gulf martyrs lake,3082579545.4545455,102752.65125000001
984,150,2,0,1,1,Chardangeh,1200000000.0,40000.0,chardangeh,1200000000.0,40000.0
985,98,2,1,1,1,Central Janatabad,4480000000.0,149333.33,central janatabad,3488611111.111111,116287.03677777779
986,108,2,1,1,1,Persian Gulf Martyrs Lake,3350000000.0,111666.67,persian gulf martyrs lake,3082579545.4545455,102752.65125000001
987,95,2,1,1,1,Ostad Moein,2600000000.0,86666.67,ostad moein,1926878048.7804878,64229.26865853659
988,64,1,0,0,1,Fallah,900000000.0,30000.0,fallah,1021222222.2222222,34040.74222222222
989,75,1,1,0,1,Fallah,1875000000.0,62500.0,fallah,1021222222.2222222,34040.74222222222
990,50,1,1,1,1,West Ferdows Boulevard,1950000000.0,65000.0,west ferdows boulevard,3105744827.6068964,103524.82772413793
991,90,2,1,1,1,Persian Gulf Martyrs Lake,2500000000.0,83333.33,persian gulf martyrs lake,3082579545.4545455,102752.65125000001
992,93,2,1,1,1,Fallah,1510000000.0,50333.33,fallah,1021222222.2222222,34040.74222222222
993,148,3,1,1,1,Persian Gulf Martyrs Lake,5750000000.0,191666.67,persian gulf martyrs lake,3082579545.4545455,102752.65125000001
994,64,1,0,1,0,Eskandari,1050000000.0,35000.0,eskandari,1557500000.0,51916.667499999996
995,114,2,1,1,1,Persian Gulf Martyrs Lake,3600000000.0,120000.0,persian gulf martyrs lake,3082579545.4545455,102752.65125000001
996,107,2,1,1,1,Persian Gulf Martyrs Lake,3500000000.0,116666.67,persian gulf martyrs lake,3082579545.4545455,102752.65125000001
997,113,2,1,1,1,Persian Gulf Martyrs Lake,3270000000.0,109000.0,persian gulf martyrs lake,3082579545.4545455,102752.65125000001
998,115,2,1,1,1,Gheitarieh,7400000000.0,246666.67,gheitarieh,10745539568.345324,358184.6525179856
999,115,2,1,1,1,Persian Gulf Martyrs Lake,3600000000.0,120000.0,persian gulf martyrs lake,3082579545.4545455,102752.65125000001
1000,120,2,1,1,1,Gholhak,8400000000.0,280000.0,gholhak,6800000000.0,226666.667
1001,76,2,1,1,1,Central Janatabad,2700000000.0,90000.0,central janatabad,3488611111.111111,116287.03677777779
1002,106,2,1,1,1,North Program Organization,4520000000.0,150666.67,north program organization,5394807692.307693,179826.92307692306
1003,105,2,1,1,1,Gheitarieh,6900000000.0,230000.0,gheitarieh,10745539568.345324,358184.6525179856
1004,87,2,0,0,1,Ray,1570000000.0,52333.33,ray,1806555555.5555556,60218.51777777778
1005,68,2,1,1,1,Ostad Moein,1970000000.0,65666.67,ostad moein,1926878048.7804878,64229.26865853659
1006,70,2,1,1,1,Punak,2580000000.0,86000.0,punak,3728304347.826087,124276.81161490682
1007,165,3,1,1,1,Ostad Moein,5250000000.0,175000.0,ostad moein,1926878048.7804878,64229.26865853659
1008,365,4,1,1,1,Dorous,47450000000.0,1581666.67,dorous,13670833333.333334,455694.445
1009,175,3,1,1,1,Pasdaran,15500000000.0,516666.67,pasdaran,9288954545.454546,309631.8181818182
1010,50,1,1,1,1,West Ferdows Boulevard,1950000000.0,65000.0,west ferdows boulevard,3105744827.6068964,103524.82772413793
1011,70,2,1,1,1,Saadat Abad,4800000000.0,160000.0,saadat abad,9488759689.922482,316291.9895348837
1012,165,3,1,1,1,Marzdaran,10230000000.0,341000.0,marzdaran,9467181818.181818,315572.7272727273
1013,115,2,1,1,1,Central Janatabad,5080000000.0,169333.33,central janatabad,3488611111.111111,116287.03677777779
1014,93,2,1,0,1,Shahr-e-Ziba,2900000000.0,96666.67,shahr-e-ziba,3103889908.2568808,103462.99724770641
1015,181,3,1,1,1,Marzdaran,13000000000.0,433333.33,marzdaran,9467181818.181818,315572.7272727273
1016,57,1,1,1,1,Ostad Moein,1600000000.0,53333.33,ostad moein,1926878048.7804878,64229.26865853659
1017,175,3,1,1,1,Marzdaran,11375000000.0,379166.67,marzdaran,9467181818.181818,315572.7272727273
1018,146,3,1,1,1,Marzdaran,8500000000.0,283333.33,marzdaran,9467181818.181818,315572.7272727273
1019,135,3,1,1,1,Marzdaran,6200000000.0,206666.67,marzdaran,9467181818.181818,315572.7272727273
1020,50,1,1,1,1,Southern Program Organization,1980000000.0,66000.0,southern program organization,2809565217.3913045,93652.17434782608
1021,110,2,1,1,1,Pardis,535000000.0,17833.33,pardis,777821917.8082192,25927.39732876712
1022,108,2,1,1,1,Mahallati,7000000000.0,233333.33,mahallati,6675000000.0,222500.0
1023,121,3,1,1,1,Pardis,610000000.0,20333.33,pardis,777821917.8082192,25927.39732876712
1024,220,3,1,1,1,Elahieh,35200000000.0,1173333.33,elahieh,26786352941.17647,892878.4305882353
1025,240,4,1,1,1,Elahieh,38500000000.0,1283333.33,elahieh,26786352941.17647,892878.4305882353
1026,90,2,1,1,1,Shahrakeh Naft,5500000000.0,183333.33,shahrakeh naft,5866666666.666667,195555.55333333332
1027,117,2,1,1,1,Niavaran,12500000000.0,416666.67,niavaran,19893205882.35294,663106.8627941177
1028,142,3,1,1,1,Punak,7550000000.0,251666.67,punak,3728304347.826087,124276.81161490682
1029,55,1,1,1,0,West Ferdows Boulevard,1950000000.0,65000.0,west ferdows boulevard,3105744827.6068964,103524.82772413793
1030,85,2,1,1,1,Shahran,3300000000.0,110000.0,shahran,2985753846.1538463,99525.1286923077
1031,162,3,1,1,1,Niavaran,16300000000.0,543333.33,niavaran,19893205882.35294,663106.8627941177
1032,100,2,1,1,1,Ajudaniye,6500000000.0,216666.67,ajudaniye,16660000000.0,555333.334
1033,165,3,1,1,1,Shahrake Gharb,12400000000.0,413333.33,shahrake gharb,11969881355.932203,398996.04508474574
1034,150,3,1,1,1,Niavaran,15000000000.0,500000.0,niavaran,19893205882.35294,663106.8627941177
1035,83,2,1,1,1,Qazvin Imamzadeh Hassan,1450000000.0,48333.33,qazvin imamzadeh hassan,1559545454.5454545,51984.84909090909
1036,200,3,1,0,1,West Pars,10000000000.0,333333.33,west pars,4376363636.363636,145878.78636363635
1037,95,2,1,1,1,Abazar,6700000000.0,223333.33,abazar,4848409090.909091,161613.63590909092
1038,82,2,1,1,1,Persian Gulf Martyrs Lake,2350000000.0,78333.33,persian gulf martyrs lake,3082579545.4545455,102752.65125000001
1039,112,3,1,1,1,Shahran,5600000000.0,186666.67,shahran,2985753846.1538463,99525.1286923077
1040,96,2,1,1,1,Northern Janatabad,3900000000.0,130000.0,northern janatabad,3288333333.3333335,109611.11090909092
1041,86,3,1,1,1,Parand,425000000.0,14166.67,parand,523590551.18110234,17453.01874015748
1042,105,2,1,1,1,Pardis,940000000.0,31333.33,pardis,777821917.8082192,25927.39732876712
1043,115,2,1,1,1,Ostad Moein,3280000000.0,109333.33,ostad moein,1926878048.7804878,64229.26865853659
1044,87,2,1,1,1,Shahr-e-Ziba,3000000000.0,100000.0,shahr-e-ziba,3103889908.2568808,103462.99724770641
1045,165,3,1,1,1,Farmanieh,11500000000.0,383333.33,farmanieh,20917280701.754387,697242.6898245614
1046,135,3,1,1,1,Marzdaran,7425000000.0,247500.0,marzdaran,9467181818.181818,315572.7272727273
1047,110,2,1,1,1,Feiz Garden,3670000000.0,122333.33,feiz garden,3056315789.4736843,101877.19315789473
1048,80,2,1,1,1,Southern Janatabad,3500000000.0,116666.67,southern janatabad,3178451612.903226,105948.38731182796
1049,66,2,1,1,1,Southern Janatabad,1800000000.0,60000.0,southern janatabad,3178451612.903226,105948.38731182796
1050,88,2,1,1,1,Qazvin Imamzadeh Hassan,1550000000.0,51666.67,qazvin imamzadeh hassan,1559545454.5454545,51984.84909090909
1051,70,1,1,1,0,Shahrake Qods,870000000.0,29000.0,shahrake qods,900921739.1304348,30030.72463768116
1052,130,3,1,1,1,Feiz Garden,5600000000.0,186666.67,feiz garden,3056315789.4736843,101877.19315789473
1053,87,2,1,1,1,North Program Organization,3000000000.0,100000.0,north program organization,5394807692.307693,179826.92307692306
1054,86,2,1,1,1,Southern Janatabad,4500000000.0,150000.0,southern janatabad,3178451612.903226,105948.38731182796
1055,62,1,1,1,1,Southern Program Organization,2400000000.0,80000.0,southern program organization,2809565217.3913045,93652.17434782608
1056,125,3,1,1,1,Punak,6300000000.0,210000.0,punak,3728304347.826087,124276.81161490682
1057,87,2,1,1,1,Pardis,725000000.0,24166.67,pardis,777821917.8082192,25927.39732876712
1058,70,2,1,1,1,Southern Janatabad,2000000000.0,66666.67,southern janatabad,3178451612.903226,105948.38731182796
1059,65,2,1,1,1,Southern Janatabad,2700000000.0,90000.0,southern janatabad,3178451612.903226,105948.38731182796
1060,64,2,1,1,1,Southern Janatabad,2100000000.0,70000.0,southern janatabad,3178451612.903226,105948.38731182796
1061,62,2,1,1,1,Southern Janatabad,2200000000.0,73333.33,southern janatabad,3178451612.903226,105948.38731182796
1062,70,2,1,1,1,Southern Janatabad,2500000000.0,83333.33,southern janatabad,3178451612.903226,105948.38731182796
1063,140,3,1,1,1,Gheitarieh,8000000000.0,266666.67,gheitarieh,10745539568.345324,358184.6525179856
1064,125,3,1,1,1,Gheitarieh,7100000000.0,236666.67,gheitarieh,10745539568.345324,358184.6525179856
1065,68,2,1,1,1,Southern Janatabad,2100000000.0,70000.0,southern janatabad,3178451612.903226,105948.38731182796
1066,67,2,1,0,0,West Ferdows Boulevard,2200000000.0,73333.33,west ferdows boulevard,3105744827.6068964,103524.82772413793
